"participant","leaveoutindex","environment","context","lambda","beta","tau"
213,4,"Smooth","Conceptual",1.13974491804122,0.0215748221177438,0.125841100050909
213,9,"Smooth","Conceptual",1.12375351948978,0.0210697053629341,0.121334224438012
213,8,"Smooth","Conceptual",1.24404808735689,0.00673794699911399,0.127414791726653
213,1,"Smooth","Spatial",1.08844845124995,0.0662327249023602,0.0731405928445892
213,2,"Smooth","Spatial",1.36643309102113,0.0725682355700166,0.0755281923208343
213,3,"Smooth","Spatial",1.47524340917989,0.065159990949436,0.0761433905392775
213,5,"Smooth","Spatial",1.26644331324624,0.0820868142786101,0.0708500116937078
213,6,"Smooth","Spatial",1.24948750534403,0.0912037137528393,0.0725776271954947
213,7,"Smooth","Spatial",1.18773397302921,0.0840072217459932,0.0692766981071297
213,4,"Smooth","Spatial",1.32455619858241,0.06337158030628,0.0760511371073933
213,9,"Smooth","Spatial",3.85156888511752,0.0943198581611829,0.0705352910099807
213,8,"Smooth","Spatial",1.4445331788553,0.0845595571972487,0.0730440348246233
215,1,"Smooth","Conceptual",0.0145727081086505,0.00673794699909176,0.357689707773223
215,2,"Smooth","Conceptual",0.42816963347149,0.0203233095197104,0.318799509900152
215,3,"Smooth","Conceptual",0.0128924807876711,0.00673794699908608,0.366402995594457
215,4,"Smooth","Conceptual",148.413159100284,0.00673794700433671,0.396267626006503
215,5,"Smooth","Conceptual",0.289061199075772,0.0266502865122815,0.345236165049695
215,6,"Smooth","Conceptual",0.309098470007656,0.00673794699909206,0.59854201745633
215,7,"Smooth","Conceptual",148.413135524816,0.00674320368581196,0.429307770957442
215,8,"Smooth","Conceptual",0.309098468197462,0.00673794699909969,0.361008295772335
215,9,"Smooth","Conceptual",0.438891853987822,0.00673794699916591,0.372400127368581
215,1,"Smooth","Spatial",1.3181065112354,0.0191293086413141,0.111841511537419
215,2,"Smooth","Spatial",1.28313431353537,0.0398386081706593,0.106465763631509
215,3,"Smooth","Spatial",1.36714976892652,0.0199202782204846,0.105861160352588
215,4,"Smooth","Spatial",1.31097191020439,0.0135673240621979,0.111959874749237
215,5,"Smooth","Spatial",1.29319572352293,0.015360184622674,0.107097298720833
215,6,"Smooth","Spatial",1.39436211883246,0.0198907987432107,0.108069045246872
215,7,"Smooth","Spatial",1.31565634559631,0.0461182050023339,0.093326173662027
215,8,"Smooth","Spatial",1.45731428704214,0.0334701122156982,0.105795569192742
215,9,"Smooth","Spatial",1.20978538130906,0.0407583207175186,0.104802663595056
216,3,"Smooth","Conceptual",0.615684058975927,0.237322015847686,0.0398176285313345
216,4,"Smooth","Conceptual",0.623110703379545,0.248756312927272,0.036775079161972
216,5,"Smooth","Conceptual",0.696581232658834,0.191113690471604,0.0467689577951311
216,7,"Smooth","Conceptual",0.664864009117357,0.196003523887688,0.0455152837524085
216,8,"Smooth","Conceptual",0.709339608276591,0.179475460244778,0.046215311390918
216,9,"Smooth","Conceptual",0.671670625155478,0.193398301438156,0.0460607566299167
216,6,"Smooth","Conceptual",0.672869123851669,0.194204603433953,0.045861768419734
216,2,"Smooth","Conceptual",0.633964000374105,0.221703049449382,0.0394833823247941
216,1,"Smooth","Conceptual",0.668591398350561,0.19637139878316,0.0441812560423481
216,3,"Smooth","Spatial",3.15961378450309,0.00673794699949588,0.030315611307757
216,4,"Smooth","Spatial",3.3795863545196,0.00673878719334803,0.0297495834781025
216,5,"Smooth","Spatial",3.33702222596009,0.0121568469387873,0.0300094786600707
216,7,"Smooth","Spatial",3.14295243973666,0.00946985059748545,0.0302500509715659
216,8,"Smooth","Spatial",3.03345709329488,0.00687049062559969,0.0295423464985535
216,9,"Smooth","Spatial",2.95443668748734,0.00759545899938085,0.0300261668831956
216,6,"Smooth","Spatial",3.25886085925518,0.00923210839461751,0.0293359687085943
216,2,"Smooth","Spatial",3.37524364907709,0.0172260961872262,0.027949045949881
216,1,"Smooth","Spatial",4.03438140314546,0.0102453897583063,0.0260654949353838
217,3,"Rough","Conceptual",79.8157755905854,10.249178918696,3.29794806372348
217,4,"Rough","Conceptual",0.0549742019519785,0.0067379469990921,1.28618149841633
217,7,"Rough","Conceptual",16.5950073815798,8.77711911720385,13.1746827317159
217,8,"Rough","Conceptual",84.2986681289619,10.685764192273,8.07346495550475
217,5,"Rough","Conceptual",65.3720217793495,14.0185048219747,28.6549892819798
217,6,"Rough","Conceptual",84.091766245382,12.2817977617916,1.19386436874825
217,2,"Rough","Conceptual",55.7663624285947,15.5294410234335,4.30562049836005
217,9,"Rough","Conceptual",10.1463138553981,0.455159349409102,3.61959736893749
217,1,"Rough","Conceptual",7.54507282271867,0.00673794699950304,3.27418590931585
217,3,"Rough","Spatial",1.1448361246327,0.00673794699909569,0.0638993863190095
217,4,"Rough","Spatial",1.13097856093506,0.00673794699908847,0.0617888557872905
217,7,"Rough","Spatial",1.17102944545875,0.00673794699912421,0.0603711234932248
217,8,"Rough","Spatial",1.14863941175797,0.00673794699914135,0.0645347082346907
217,5,"Rough","Spatial",1.08807098799277,0.00673794699923968,0.0639580558507973
217,6,"Rough","Spatial",1.12594226469954,0.00673794699920333,0.0637160199307879
217,2,"Rough","Spatial",1.12197707441412,0.00673794699941913,0.0628042794681275
217,9,"Rough","Spatial",0.997089375299791,0.0391408457880441,0.0648716394370181
217,1,"Rough","Spatial",1.32420462250168,0.00673794699950072,0.056439208079157
219,3,"Rough","Conceptual",1.1222303043565,0.00673794699910154,0.0485304661184068
219,4,"Rough","Conceptual",1.1505852292522,0.00673794699908694,0.0501417874240891
219,1,"Rough","Conceptual",1.27400657894022,0.0067379469990877,0.0440276419609298
219,2,"Rough","Conceptual",1.2292698114815,0.00673794699913514,0.0495945162075897
219,8,"Rough","Conceptual",1.14762941994565,0.00673794699927516,0.0496433715762628
219,9,"Rough","Conceptual",1.12173007155351,0.00673794699926577,0.0538838397646312
219,5,"Rough","Conceptual",1.12217169090942,0.0067379469991227,0.0522245482192085
219,6,"Rough","Conceptual",1.11792058064224,0.00673794700638901,0.0497407928262488
219,7,"Rough","Conceptual",1.12788446760995,0.00673794699909924,0.0510401615027547
219,3,"Rough","Spatial",0.836415209715593,0.0745420836410857,0.0523306336000472
219,4,"Rough","Spatial",0.730271089393863,0.150563826813965,0.0446043681049764
219,1,"Rough","Spatial",0.847542001414128,0.0738788909825658,0.0467243650576667
219,2,"Rough","Spatial",0.798956013133399,0.0740151524009963,0.0499959704555402
219,8,"Rough","Spatial",0.810487594134622,0.0749670025515038,0.0522644506846124
219,9,"Rough","Spatial",0.797724871628105,0.0671057256629653,0.0523209785144453
219,5,"Rough","Spatial",0.83617705302013,0.0814376388976667,0.0532860754649593
219,6,"Rough","Spatial",0.825249384534046,0.0705211766161737,0.0521900904830156
219,7,"Rough","Spatial",0.828370327317417,0.0596188713707253,0.0516142546295229
22,8,"Rough","Conceptual",1.03761361327183,0.010312581034435,0.0637331831805378
22,3,"Rough","Conceptual",2.02823910115172,0.00673794707019379,0.0523503831936587
22,1,"Rough","Conceptual",1.12217485318059,0.00673794699909887,0.065042399956016
22,2,"Rough","Conceptual",0.860023834739254,0.0587658075440907,0.0665253064552247
22,7,"Rough","Conceptual",1.03782715375759,0.00673794699919507,0.0680263030287854
22,4,"Rough","Conceptual",1.12171533156911,0.00673794699910013,0.0673121741379496
22,5,"Rough","Conceptual",0.999795311990075,0.00673794699941724,0.0723940418736852
22,6,"Rough","Conceptual",1.28112982062416,0.00673794699922364,0.067933007003347
22,9,"Rough","Conceptual",1.02371769730193,0.00676289502260018,0.0674453536959911
22,8,"Rough","Spatial",1.64669452235704,0.0468745683080825,0.0573770579490472
22,3,"Rough","Spatial",1.48807056509665,0.0467392528447227,0.0570044015744079
22,1,"Rough","Spatial",1.48580183179301,0.0601708715551159,0.0574601412159058
22,2,"Rough","Spatial",1.49105383066976,0.049349799810978,0.0576339192894762
22,7,"Rough","Spatial",1.45152664907259,0.0565656907861585,0.0549506269292969
22,4,"Rough","Spatial",1.29705210191276,0.0861621818607789,0.0507956182874359
22,5,"Rough","Spatial",1.55467403480709,0.0576351351035642,0.0418131813221923
22,6,"Rough","Spatial",1.52172606385125,0.0604530433133256,0.0562775102401734
22,9,"Rough","Spatial",1.50808845752734,0.0639422864595236,0.0566558111922668
220,8,"Smooth","Conceptual",1.06723691765737,0.0100349971319519,0.0733016373938611
220,1,"Smooth","Conceptual",0.896713369409708,0.00905737611510499,0.0789521212133679
220,2,"Smooth","Conceptual",1.04137398423653,0.00922054245366988,0.0791598616565435
220,3,"Smooth","Conceptual",0.999517501397341,0.0067379469992965,0.0766426369156399
220,4,"Smooth","Conceptual",1.05206071274283,0.00673794699967148,0.0761690468494391
220,5,"Smooth","Conceptual",0.993888847286288,0.00673794699931969,0.0755338758079045
220,6,"Smooth","Conceptual",0.945456110137275,0.0099855451206839,0.0723091389017064
220,7,"Smooth","Conceptual",1.02939606278859,0.00673794699924602,0.0749008481891125
220,9,"Smooth","Conceptual",0.942732991411705,0.00673794699928325,0.0763506616921054
220,8,"Smooth","Spatial",1.36258194230499,0.00673794699908783,0.0869853026318614
220,1,"Smooth","Spatial",1.48724032298414,0.0508697986081533,0.0825100328736632
220,2,"Smooth","Spatial",1.56491460981798,0.00911344920478535,0.0891176406806077
220,3,"Smooth","Spatial",1.48135448268559,0.00673794699910279,0.0861138274305972
220,4,"Smooth","Spatial",1.48852507358806,0.00695637196997382,0.0868035467922452
220,5,"Smooth","Spatial",1.34368309984037,0.0164791315183318,0.087088905107634
220,6,"Smooth","Spatial",1.45691354973792,0.00673794699910644,0.084979414118832
220,7,"Smooth","Spatial",1.4323643309621,0.00673794699991436,0.089456158111084
220,9,"Smooth","Spatial",1.47737680455916,0.0132391912697583,0.0859072543862646
221,2,"Smooth","Conceptual",0.967424322736817,0.0392240834039011,0.0831932478504978
221,3,"Smooth","Conceptual",7.51397924932513,0.00673794699913662,0.0848496633604526
221,4,"Smooth","Conceptual",0.930840372764778,0.0479802946232699,0.0832930704823711
221,5,"Smooth","Conceptual",0.991518531032604,0.037856729150251,0.0869646485163258
221,6,"Smooth","Conceptual",0.947446106496536,0.046312725148599,0.0863101631716753
221,7,"Smooth","Conceptual",0.926899265604738,0.0532031878448311,0.0832417710630711
221,8,"Smooth","Conceptual",0.943397315858546,0.0535941778199855,0.0857038664378251
221,9,"Smooth","Conceptual",0.939067487748473,0.0408005152391377,0.0853334990444711
221,1,"Smooth","Conceptual",0.855114093018752,0.0913845217671363,0.074349175185654
221,2,"Smooth","Spatial",1.49263059557668,0.076117692131956,0.0479561223485711
221,3,"Smooth","Spatial",1.37008643521343,0.076967315847911,0.0567092184603335
221,4,"Smooth","Spatial",1.38043228503084,0.0885898618366301,0.0546783125468056
221,5,"Smooth","Spatial",1.35504834831275,0.0655902427418965,0.0595232403986312
221,6,"Smooth","Spatial",1.33513197741868,0.0753789099244742,0.058682391655974
221,7,"Smooth","Spatial",1.35700256974246,0.0771247989116147,0.0575467209799275
221,8,"Smooth","Spatial",1.36448911798227,0.0881140511546956,0.0558637093801094
221,9,"Smooth","Spatial",1.3705827981688,0.0711920656743028,0.0558950510595502
221,1,"Smooth","Spatial",1.18741554801814,0.0898633431262276,0.0549712441799798
224,2,"Smooth","Conceptual",1.31608778242754,0.00673794699925234,0.0607669673255442
224,3,"Smooth","Conceptual",1.26735702057604,0.00673794699933678,0.0600269587566533
224,4,"Smooth","Conceptual",1.53917099811576,0.0106097323038425,0.0512226095640059
224,1,"Smooth","Conceptual",1.21487948193331,0.00673794699912326,0.0592041815019131
224,5,"Smooth","Conceptual",1.2590426985218,0.00673794699910376,0.0595071191879164
224,6,"Smooth","Conceptual",1.25927726726764,0.00821239552051355,0.062856146727414
224,7,"Smooth","Conceptual",1.25419255785624,0.00673794699911413,0.0638816169579578
224,8,"Smooth","Conceptual",1.20501879538404,0.00673794699908656,0.060704841652246
224,9,"Smooth","Conceptual",1.246644004274,0.00673794699917162,0.0625913773234627
224,2,"Smooth","Spatial",1.59842032900713,0.02673706109516,0.0457195244991469
224,3,"Smooth","Spatial",1.73864325419457,0.0248310668547767,0.04527852784756
224,4,"Smooth","Spatial",1.54166875468669,0.0201638111517986,0.0427840018753942
224,1,"Smooth","Spatial",1.47520480820044,0.0506182073382298,0.0388039617336627
224,5,"Smooth","Spatial",1.44598742798953,0.0154761886750064,0.0506830832731628
224,6,"Smooth","Spatial",1.5606926176561,0.018072143955498,0.0473094915541094
224,7,"Smooth","Spatial",1.59675408944569,0.0343439348301902,0.0481095680977066
224,8,"Smooth","Spatial",1.51698036835156,0.015451677235958,0.0480073346574767
224,9,"Smooth","Spatial",1.47775344750032,0.00770369697893119,0.0492095403592939
225,1,"Rough","Conceptual",0.943480862841229,0.0223266748283978,0.0649350362758071
225,2,"Rough","Conceptual",0.915687883666125,0.00673794699919668,0.0698116376831697
225,3,"Rough","Conceptual",0.99172308119771,0.00673794699911444,0.0688600664509633
225,4,"Rough","Conceptual",0.958698447046353,0.023995424532097,0.0662124326144704
225,5,"Rough","Conceptual",0.968517992936577,0.0218177065824874,0.0640532964969726
225,6,"Rough","Conceptual",0.956257914656253,0.0200555762514668,0.0685149533320325
225,7,"Rough","Conceptual",0.940067511374505,0.0189973954589319,0.0684139527367664
225,8,"Rough","Conceptual",0.954460640988757,0.0122445325703296,0.0648189282718427
225,9,"Rough","Conceptual",1.00131339458665,0.00673794699913004,0.0657037708938081
225,1,"Rough","Spatial",1.29435657581098,0.0544739721226054,0.0651230971423011
225,2,"Rough","Spatial",0.940772365753677,0.0888302711381865,0.0669935133382932
225,3,"Rough","Spatial",0.608230049778127,0.207687736567149,0.0450145898098963
225,4,"Rough","Spatial",0.95258229490105,0.0881020825377425,0.0655737113012244
225,5,"Rough","Spatial",0.963948363665659,0.0964445716322209,0.0660761583042033
225,6,"Rough","Spatial",0.633684840230524,0.181486963652719,0.048317870347642
225,7,"Rough","Spatial",0.632129159919691,0.169189643884284,0.0519873101099208
225,8,"Rough","Spatial",0.965880960247709,0.0738134282930184,0.0719819375567925
225,9,"Rough","Spatial",0.892154399828032,0.0850571114281699,0.0638740528879749
227,9,"Smooth","Conceptual",0.870150956623772,0.00673794699912868,0.0805736786772857
227,1,"Smooth","Conceptual",0.993924592665096,0.00673794699929132,0.0831916923978458
227,2,"Smooth","Conceptual",1.70162566530302,0.00673794699916091,0.0580319123798495
227,4,"Smooth","Conceptual",0.860512151320206,0.00777302241172043,0.0816286571702403
227,5,"Smooth","Conceptual",0.816272939107105,0.00673794699925576,0.083081767149899
227,6,"Smooth","Conceptual",0.936475606700931,0.00673794699909954,0.081822655874463
227,3,"Smooth","Conceptual",0.807955597793925,0.0321493558925258,0.0790221811935119
227,8,"Smooth","Conceptual",0.822976486132733,0.016321837013806,0.0805316409790403
227,7,"Smooth","Conceptual",0.798345159989792,0.00673794699910508,0.0799064271533979
227,9,"Smooth","Spatial",8.31531578536497,0.517037149410521,0.0823765789700163
227,1,"Smooth","Spatial",0.95383139673815,0.0295256950567627,0.0896151006926266
227,2,"Smooth","Spatial",0.951304216433315,0.0230148854498476,0.0899079113599971
227,4,"Smooth","Spatial",0.989540048393647,0.0286191255429505,0.0831900746585711
227,5,"Smooth","Spatial",0.946967939195639,0.0216366250639934,0.0882300917745728
227,6,"Smooth","Spatial",0.995905715305222,0.0161405187646219,0.083793024191878
227,3,"Smooth","Spatial",1.05028874330936,0.0133326303532379,0.0923582800640319
227,8,"Smooth","Spatial",0.92336501794051,0.0586929627923919,0.0828552118091067
227,7,"Smooth","Spatial",0.964640966449937,0.022525154227411,0.090461533830376
228,1,"Smooth","Conceptual",1.08438468805978,0.00673794699910172,0.0852912977497181
228,2,"Smooth","Conceptual",1.02662389485593,0.00673794699910235,0.0872622314288374
228,3,"Smooth","Conceptual",1.13618980925789,0.00673794699939082,0.0832540907197215
228,4,"Smooth","Conceptual",1.06301903017041,0.00673794699929516,0.0905928864194952
228,5,"Smooth","Conceptual",0.968323793610126,0.00673794699910131,0.0858668444921954
228,6,"Smooth","Conceptual",1.09476773572034,0.00673794699909394,0.0841482158211518
228,7,"Smooth","Conceptual",0.981662608786244,0.0067379469997148,0.0857256225059035
228,8,"Smooth","Conceptual",1.11722937932227,0.00673794700106687,0.0746943918786528
228,9,"Smooth","Conceptual",0.998985630604873,0.00673794699933928,0.0855296598570196
228,1,"Smooth","Spatial",1.96855350981174,0.0595842326542672,0.0794752407674649
228,2,"Smooth","Spatial",1.71731753889369,0.0264075324375447,0.0827820321598345
228,3,"Smooth","Spatial",1.75021857810806,0.037485265222617,0.0802610440657483
228,4,"Smooth","Spatial",1.62170699884608,0.0419178847473338,0.0754172820171838
228,5,"Smooth","Spatial",1.81963638808733,0.0388058204041364,0.079053672338798
228,6,"Smooth","Spatial",1.92204573047465,0.0705189358310954,0.0811360129993615
228,7,"Smooth","Spatial",1.7181576870378,0.034857949471413,0.0774634408075344
228,8,"Smooth","Spatial",1.65672331946931,0.0288689198935805,0.0799455804360407
228,9,"Smooth","Spatial",1.71981785053499,0.0318988020448202,0.0851397271766122
231,3,"Rough","Conceptual",1.03460452240047,0.00869471765154084,0.0552862410541476
231,4,"Rough","Conceptual",1.02015125889264,0.00801815360028179,0.0519837952241245
231,5,"Rough","Conceptual",0.984543958007672,0.0115628333208011,0.0522735722615442
231,6,"Rough","Conceptual",1.01113773403337,0.00699899597787926,0.0566381052320654
231,7,"Rough","Conceptual",0.990623458711686,0.00718289433328965,0.0544913176555152
231,8,"Rough","Conceptual",0.957943461227315,0.00969874043855306,0.0536807647130344
231,9,"Rough","Conceptual",0.992722208197079,0.00795549122364462,0.0511998123027164
231,1,"Rough","Conceptual",1.02485571829923,0.0150620840443624,0.0512063402682213
231,2,"Rough","Conceptual",0.992468049364309,0.0073068971086009,0.0533478092623665
231,3,"Rough","Spatial",1.04869378879619,0.0838518640578254,0.032016401802941
231,4,"Rough","Spatial",1.02778567633565,0.0873460932469146,0.0289683596830299
231,5,"Rough","Spatial",1.05481890534326,0.0865051022624978,0.0320715462051837
231,6,"Rough","Spatial",1.03234187805938,0.0858936599181719,0.0335803747342808
231,7,"Rough","Spatial",1.02531200002914,0.0879150547867843,0.0328129051733647
231,8,"Rough","Spatial",1.02767011020193,0.0934315780416303,0.0329657637578412
231,9,"Rough","Spatial",1.06163075135194,0.0957964602177782,0.0322391859135287
231,1,"Rough","Spatial",1.26850593203627,0.089807695140258,0.0305357503054941
231,2,"Rough","Spatial",1.07079798289089,0.0890395307629483,0.0303766586363549
24,1,"Smooth","Conceptual",1.11474688687894,0.0449952796459515,0.0436734765695804
24,2,"Smooth","Conceptual",1.02100106253827,0.00821206800533999,0.0504252501612677
24,3,"Smooth","Conceptual",1.06461493024994,0.00673794702148997,0.0498928677659904
24,4,"Smooth","Conceptual",1.01034241816893,0.00673794699928825,0.049404616472989
24,5,"Smooth","Conceptual",1.01177565341861,0.00673794699918363,0.0533124395424864
24,6,"Smooth","Conceptual",1.02949125661692,0.00673794699957289,0.0512188749035296
24,7,"Smooth","Conceptual",1.02965859378397,0.0076679972234469,0.0498025996020005
24,8,"Smooth","Conceptual",1.05284926382193,0.00834238841599544,0.0481394650724649
24,9,"Smooth","Conceptual",1.0251841754901,0.00673794699921382,0.0516222282979605
24,1,"Smooth","Spatial",0.503693439693811,0.308397590977385,0.017739115811803
24,2,"Smooth","Spatial",0.495341837247296,0.315812140594234,0.0168063374280775
24,3,"Smooth","Spatial",0.499992974434217,0.313165945202355,0.0173742145319138
24,4,"Smooth","Spatial",0.505467209428332,0.312531709615727,0.0181117994851516
24,5,"Smooth","Spatial",3.13912486452744,0.0155543046443773,0.0075325100493409
24,6,"Smooth","Spatial",0.497129108241073,0.31281476019097,0.0171447347790344
24,7,"Smooth","Spatial",0.505681338996194,0.312216164461013,0.0180019010482489
24,8,"Smooth","Spatial",0.502313913254529,0.309776188006193,0.0179380804104623
24,9,"Smooth","Spatial",0.537603278685645,0.302381239630944,0.0186827212058317
26,3,"Rough","Conceptual",58.2190433686907,3.03722281062508,0.302569186600992
26,4,"Rough","Conceptual",140.728342465436,6.33304406491128,0.291732634148352
26,1,"Rough","Conceptual",148.413156411648,2.12987717768875,0.266891003802787
26,2,"Rough","Conceptual",55.8655732645565,3.06721341749598,0.268003794349419
26,5,"Rough","Conceptual",148.413158646553,1.99964822210909,0.227864086861984
26,6,"Rough","Conceptual",56.9833177027147,0.808965687023226,0.278879988808954
26,7,"Rough","Conceptual",77.1800977328418,4.63306100064396,0.324505751501495
26,8,"Rough","Conceptual",148.41315909961,0.00673794702272292,0.280372565644509
26,9,"Rough","Conceptual",55.7281968264429,3.13956935099812,0.313431839582346
26,3,"Rough","Spatial",0.869561534956918,0.00673794699908897,0.106938222819158
26,4,"Rough","Spatial",0.858902146581453,0.0067379469991237,0.107271895851812
26,1,"Rough","Spatial",0.905991955552242,0.0067379469990925,0.0932155997738801
26,2,"Rough","Spatial",0.906324450858626,0.00673794699909255,0.104655656826353
26,5,"Rough","Spatial",0.866578046354321,0.0067379469990856,0.099354707473341
26,6,"Rough","Spatial",0.881732477140579,0.0067379469990963,0.106121573047708
26,7,"Rough","Spatial",39.8551793786637,0.00673794701428267,0.097137756470069
26,8,"Rough","Spatial",0.855332527830735,0.00673794699910113,0.112511000126069
26,9,"Rough","Spatial",0.859799224405326,0.00673794699953086,0.116789729696083
27,8,"Smooth","Conceptual",0.593455523562817,0.242624847003299,0.0420998188349943
27,3,"Smooth","Conceptual",2.5637157415261,0.00673794699909353,0.0515503490508949
27,4,"Smooth","Conceptual",0.578619131664821,0.236253620086852,0.0442457566789862
27,5,"Smooth","Conceptual",0.581037768030904,0.223137353357204,0.0471474405094944
27,6,"Smooth","Conceptual",0.579838347488724,0.245343075869453,0.0425190772749586
27,7,"Smooth","Conceptual",0.580478270425004,0.233092555294305,0.0452372126618175
27,1,"Smooth","Conceptual",0.568780227464813,0.241087284465317,0.0431726330706902
27,2,"Smooth","Conceptual",0.591628490323787,0.222494629620785,0.0463947585571257
27,9,"Smooth","Conceptual",0.566226723439704,0.244277283402965,0.0417020486973787
27,8,"Smooth","Spatial",2.10693754205057,0.0909739437816473,0.109713603943925
27,3,"Smooth","Spatial",2.1092058029612,0.0971931723829565,0.108462050945997
27,4,"Smooth","Spatial",2.04131058307149,0.103026288160206,0.0979055082231257
27,5,"Smooth","Spatial",1.98349584890374,0.0794640466266173,0.103495637839606
27,6,"Smooth","Spatial",2.08580688342423,0.0961502585437397,0.102545374027726
27,7,"Smooth","Spatial",2.01837218278659,0.0917274688886488,0.0890561322692681
27,1,"Smooth","Spatial",2.17117678094145,0.097974108234018,0.104590975595435
27,2,"Smooth","Spatial",2.19834028156036,0.063064676829719,0.110765999443231
27,9,"Smooth","Spatial",2.04781188061168,0.0930868457091902,0.101124889886682
30,2,"Rough","Conceptual",1.12266649015083,0.0201127857298562,0.0658674078256867
30,1,"Rough","Conceptual",1.10549448573696,0.0309382203259053,0.0684504108795468
30,5,"Rough","Conceptual",1.3280891001604,0.0152777520927088,0.0661484362792656
30,6,"Rough","Conceptual",1.11705378865266,0.0249319572920478,0.0677563808827406
30,8,"Rough","Conceptual",1.03561640890826,0.0496737751577611,0.0548867746967542
30,9,"Rough","Conceptual",1.08390367831618,0.0241042291913435,0.0670327533261451
30,3,"Rough","Conceptual",1.1153705942912,0.0286465484749724,0.0684386720264614
30,4,"Rough","Conceptual",1.13094657612777,0.0300532420469268,0.052812394556333
30,7,"Rough","Conceptual",1.17859031707192,0.0262362577835537,0.0666326082259275
30,2,"Rough","Spatial",1.05772102611501,0.222079596126671,0.0410864398041343
30,1,"Rough","Spatial",0.930994242055306,0.212697493949276,0.0406641818691663
30,5,"Rough","Spatial",0.951306060171127,0.212217384534922,0.0412009623161166
30,6,"Rough","Spatial",1.06541417590907,0.212071124498983,0.0435144618385849
30,8,"Rough","Spatial",0.855538235472209,0.239968429877075,0.0339469811366792
30,9,"Rough","Spatial",0.915616097963742,0.221399776547786,0.0408221555633145
30,3,"Rough","Spatial",0.956410325942811,0.210270236210452,0.0423583752505297
30,4,"Rough","Spatial",0.922595443283061,0.217840743424391,0.0391947466289144
30,7,"Rough","Spatial",0.751407500637535,0.277413605555946,0.0333645729073529
33,1,"Rough","Conceptual",0.948659359078967,0.00673794699915725,0.0712796445622276
33,2,"Rough","Conceptual",0.931211095689287,0.00673794699912697,0.0763864383181738
33,3,"Rough","Conceptual",0.940441052996972,0.00673794699908641,0.0804650329826431
33,4,"Rough","Conceptual",1.04992314476947,0.00673794699908767,0.0765571660414374
33,5,"Rough","Conceptual",0.947688078415306,0.00673794699908944,0.0764675363593573
33,6,"Rough","Conceptual",0.977441354120073,0.00673794699911662,0.0727932368152187
33,7,"Rough","Conceptual",0.996967292028378,0.00673794699909467,0.0686897030253336
33,8,"Rough","Conceptual",0.91260173916218,0.00673794699912576,0.0741075258668302
33,9,"Rough","Conceptual",0.90578617744437,0.00673794699916234,0.0714298469042313
33,1,"Rough","Spatial",1.07652600575059,0.0423171218687908,0.0571555540154989
33,2,"Rough","Spatial",0.951294819059083,0.0590132273577111,0.0593833382309059
33,3,"Rough","Spatial",0.929333162400352,0.0620563346064937,0.0586708228438909
33,4,"Rough","Spatial",0.972725777291754,0.0626241705807601,0.0610025709992726
33,5,"Rough","Spatial",0.971713800238031,0.0533518882036885,0.0620638010846526
33,6,"Rough","Spatial",0.974134772786368,0.0568006998005009,0.0596674823940779
33,7,"Rough","Spatial",1.00538832541882,0.0499621187302782,0.0585059076616125
33,8,"Rough","Spatial",0.917203408279137,0.0576275231082471,0.0582969311325923
33,9,"Rough","Spatial",0.937181521909388,0.0660625397718797,0.0583663313123602
34,3,"Rough","Conceptual",1.87326346945323,0.00673794699916407,0.0666028038193348
34,4,"Rough","Conceptual",1.04657292886656,0.00673794699919187,0.0769370741973726
34,7,"Rough","Conceptual",1.22613758414846,0.00673794699908875,0.076457634543474
34,8,"Rough","Conceptual",1.47486041128922,0.00673794699912249,0.0732544924642846
34,5,"Rough","Conceptual",1.08152898711147,0.00673794699910513,0.0764952520910962
34,6,"Rough","Conceptual",1.66303507759774,0.00673794699910089,0.0676208616275942
34,2,"Rough","Conceptual",1.37880464450018,0.00673794699930929,0.0662400761770496
34,9,"Rough","Conceptual",1.22107761152494,0.00673794699908656,0.0742778792769645
34,1,"Rough","Conceptual",1.24381750901822,0.00673794699913606,0.0747385438296337
34,3,"Rough","Spatial",0.994593961977073,0.0528414717776883,0.0531612732208494
34,4,"Rough","Spatial",1.02017753563903,0.0281771701967929,0.0543561477962616
34,7,"Rough","Spatial",1.31142853319523,0.0204761351119758,0.0585140581861507
34,8,"Rough","Spatial",1.20351105614043,0.0111130648124435,0.0583593601084009
34,5,"Rough","Spatial",1.29951557827838,0.0203296013348853,0.0591741728098059
34,6,"Rough","Spatial",1.49639931257754,0.00830075648359498,0.0484336916225546
34,2,"Rough","Spatial",1.20571365904737,0.0100961308000263,0.059787174883179
34,9,"Rough","Spatial",1.31251893575505,0.0159400772721928,0.0578115699382677
34,1,"Rough","Spatial",1.16097016934326,0.0373400221823967,0.0563325174145561
35,2,"Smooth","Conceptual",0.586518605162736,0.0943851668506325,0.0627198408568804
35,1,"Smooth","Conceptual",0.580958114990565,0.0775015004082576,0.0653410167037182
35,8,"Smooth","Conceptual",0.653179252936855,0.0762274946671671,0.0607494817260825
35,9,"Smooth","Conceptual",0.573527589605596,0.119202197308172,0.0564384034611919
35,3,"Smooth","Conceptual",0.621336761841993,0.107558839553957,0.0595894862152883
35,4,"Smooth","Conceptual",0.528726181361878,0.129295643046082,0.0504267687930208
35,7,"Smooth","Conceptual",0.56042936348499,0.0987753927356317,0.0603485536304961
35,5,"Smooth","Conceptual",0.595180557780033,0.0906294601708077,0.0624210671936703
